game_id,possession_id,wall_clock_ts,entry_price,exit_price,exit_reason,entry_side,hold_time_s,gross_pnl,net_pnl,run_prob,traj_final,hazard_final,quarter,score_diff,run_length
0022501150,2,2026-04-07 23:42:41.833333+00:00,44.0,44.0,momentum_flip,-1,26.213392,-0.0,-0.0,0.15649239718914032,-0.12678736448287964,0.9968268275260925,1,0,1
0022501150,5,2026-04-07 23:44:25.833333+00:00,46.0,46.0,time_gate,-1,240.0,-0.0,-0.0,0.1702440083026886,-0.12688174843788147,0.9918210506439209,1,1,1
0022501150,38,2026-04-08 00:03:38.500000+00:00,42.0,42.0,momentum_flip,-1,169.546696,-0.0,-0.0,0.245960995554924,-0.20327676832675934,0.995546817779541,1,-7,3
0022501150,54,2026-04-08 00:16:04.666667+00:00,54.0,59.0,stop_loss,-1,234.380148,-5.0,-500.0,0.15756753087043762,-0.08625436574220657,0.9924958944320679,2,4,4
0022501150,92,2026-04-08 00:52:41+00:00,58.0,57.0,momentum_flip,-1,125.046706,1.0,100.0,0.19393201172351837,-0.09406528621912003,0.9969756603240967,3,6,1
0022501150,98,2026-04-08 00:56:20.333333+00:00,59.0,64.0,stop_loss,-1,60.713442,-5.0,-500.0,0.17568930983543396,-0.08701387792825699,0.9964667558670044,3,8,1
0022501150,123,2026-04-08 01:10:39+00:00,69.0,59.0,take_profit,-1,134.046587,10.0,1000.0,0.2554297149181366,-0.09840041399002075,0.9965417981147766,3,9,3
0022501150,129,2026-04-08 01:14:37+00:00,65.0,67.0,momentum_flip,-1,90.046677,-2.0,-200.0,0.18921977281570435,-0.11219368875026703,0.9970321655273438,3,9,1
0022501150,164,2026-04-08 01:38:07.111111+00:00,56.0,57.0,momentum_flip,-1,64.935447,-1.0,-100.0,0.15734387934207916,-0.16814181208610535,0.9973530769348145,4,3,1
0022501150,177,2026-04-08 01:47:27.555556+00:00,68.0,73.0,stop_loss,-1,28.491064,-5.0,-500.0,0.22351589798927307,-0.10202343761920929,0.9973114728927612,4,3,1
0022501151,35,2026-04-08 00:01:07.333333+00:00,47.0,52.0,stop_loss,-1,123.716463,-5.0,-500.0,0.17576193809509277,-0.08255155384540558,0.9980254173278809,1,0,1
0022501151,40,2026-04-08 00:03:53+00:00,58.0,47.0,take_profit,-1,202.050301,11.0,1100.0,0.20436781644821167,-0.10239089280366898,0.9984402060508728,1,0,1
0022501151,47,2026-04-08 00:07:32.333333+00:00,54.0,55.0,momentum_flip,-1,206.716801,-1.0,-100.0,0.1755676567554474,-0.08507198095321655,0.9971054196357727,1,5,1
0022501151,62,2026-04-08 00:18:11.250000+00:00,52.0,51.0,momentum_flip,-1,39.800161,1.0,100.0,0.1815483123064041,-0.08510027825832367,0.9989223480224609,2,2,2
0022501151,64,2026-04-08 00:19:48.750000+00:00,55.0,60.0,stop_loss,-1,198.300467,-5.0,-500.0,0.22202306985855103,-0.08911395072937012,0.9989470839500427,2,0,1
0022501151,67,2026-04-08 00:23:07.500000+00:00,60.0,65.0,stop_loss,-1,141.550311,-5.0,-500.0,0.22063718736171722,-0.0867542028427124,0.9990233182907104,2,0,1
0022501158,108,2026-04-09 00:28:45.333333+00:00,40.0,46.0,stop_loss,-1,53.785434,-6.0,-600.0,0.24464406073093414,-0.11419756710529327,0.9995403289794922,3,-4,3
0022501158,198,2026-04-09 01:26:05.833333+00:00,58.0,64.0,stop_loss,-1,38.28513,-6.0,-600.0,0.23060978949069977,-0.18442419171333313,0.9955683350563049,4,4,6
0022501167,2,2026-04-09 23:42:30+00:00,42.0,43.0,momentum_flip,-1,74.032351,-1.0,-100.0,0.1900414377450943,-0.10636653006076813,0.9986379742622375,1,-2,1
0022501168,1,2026-04-09 23:43:42.500000+00:00,59.0,64.0,stop_loss,-1,60.536745,-5.0,-500.0,0.22274552285671234,-0.08911599218845367,0.9992192983627319,1,0,0
0022501168,3,2026-04-09 23:45:12.500000+00:00,69.0,59.0,take_profit,-1,61.536869,10.0,1000.0,0.3660305142402649,-0.24155575037002563,0.9934911131858826,1,2,1
0022501168,36,2026-04-10 00:04:00+00:00,49.0,49.0,time_gate,-1,240.0,-0.0,-0.0,0.18847569823265076,-0.11929871886968613,0.9976500868797302,1,-6,1
0022501168,51,2026-04-10 00:13:48.750000+00:00,54.0,59.0,stop_loss,-1,121.286815,-5.0,-500.0,0.17613722383975983,-0.1653885841369629,0.9964659214019775,2,-3,1
0022501168,74,2026-04-10 00:36:52.500000+00:00,63.0,56.0,momentum_flip,-1,165.537938,7.0,700.0,0.1533588021993637,-0.08081663399934769,0.9988155364990234,2,-2,1
0022501168,98,2026-04-10 00:58:47.500000+00:00,62.0,67.0,stop_loss,-1,62.536201,-5.0,-500.0,0.1578415036201477,-0.0829838439822197,0.9983684420585632,3,4,1
0022501168,119,2026-04-10 01:16:05+00:00,70.0,58.0,take_profit,-1,38.036744,12.0,1200.0,0.17607226967811584,-0.18215681612491608,0.9988934397697449,3,3,2
0022501168,147,2026-04-10 01:38:35.833333+00:00,38.0,36.0,momentum_flip,-1,44.203045,2.0,200.0,0.18034739792346954,-0.15569821000099182,0.9995699524879456,4,-6,1
0022501168,150,2026-04-10 01:40:06.250000+00:00,41.0,48.0,stop_loss,-1,137.786379,-7.0,-700.0,0.1822204291820526,-0.1076873317360878,0.9975075721740723,4,-5,1
0022501168,160,2026-04-10 01:48:51.250000+00:00,63.0,63.0,momentum_flip,-1,46.786962,-0.0,-0.0,0.18828947842121124,-0.13031257688999176,0.9994888305664062,4,-2,1
0022501171,2,2026-04-10 23:12:13.666667+00:00,65.0,65.0,time_gate,-1,240.0,-0.0,-0.0,0.16017505526542664,-0.09919385612010956,0.9993392825126648,1,0,0
0022501171,49,2026-04-10 23:40:50.666667+00:00,52.0,52.0,time_gate,-1,240.0,-0.0,-0.0,0.19314779341220856,-0.1080193966627121,0.9975329637527466,1,-5,2
0022501171,58,2026-04-10 23:49:42+00:00,57.0,61.0,momentum_flip,-1,122.152171,-4.0,-400.0,0.17449113726615906,-0.09667764604091644,0.9981641173362732,2,-1,1
0022501171,71,2026-04-11 00:00:24.333333+00:00,51.0,48.0,momentum_flip,-1,75.819022,3.0,300.0,0.25515294075012207,-0.16215729713439941,0.9986961483955383,2,-3,2
0022501171,73,2026-04-11 00:02:25.750000+00:00,49.0,49.0,momentum_flip,-1,111.402513,-0.0,-0.0,0.1967296451330185,-0.09596012532711029,0.997498095035553,2,-3,1
0022501171,80,2026-04-11 00:07:54.750000+00:00,55.0,60.0,stop_loss,-1,79.402125,-5.0,-500.0,0.2348838746547699,-0.13886554539203644,0.9980748891830444,2,-7,2
0022501171,83,2026-04-11 00:10:58.833333+00:00,50.0,50.0,time_gate,-1,240.0,-0.0,-0.0,0.2099182903766632,-0.09693548828363419,0.9990549683570862,2,-6,1
0022501171,115,2026-04-11 00:35:05+00:00,57.0,53.0,momentum_flip,-1,188.153245,4.0,400.0,0.3719407021999359,-0.13748115301132202,0.998450517654419,3,-2,1
0022501171,123,2026-04-11 00:41:12.500000+00:00,62.0,62.0,momentum_flip,-1,137.65287,-0.0,-0.0,0.17665332555770874,-0.10750140249729156,0.999382495880127,3,-1,2
0022501171,130,2026-04-11 00:45:27.500000+00:00,61.0,56.0,momentum_flip,-1,42.652798,5.0,500.0,0.21641497313976288,-0.16357530653476715,0.9994298815727234,3,0,2
0022501171,142,2026-04-11 00:54:25+00:00,55.0,45.0,take_profit,-1,134.154111,10.0,1000.0,0.2787126302719116,-0.09672701358795166,0.9992080330848694,3,-2,1
0022501171,155,2026-04-11 01:03:20.166667+00:00,31.0,19.0,take_profit,-1,91.986809,12.0,1200.0,0.15421612560749054,-0.10115699470043182,0.9996098875999451,4,-5,1
0022501176,1,2026-04-10 23:43:50.750000+00:00,64.0,65.0,momentum_flip,-1,94.312512,-1.0,-100.0,0.26219868659973145,-0.2947464883327484,0.9926470518112183,1,0,0
0022501176,4,2026-04-10 23:46:30.250000+00:00,67.0,67.0,momentum_flip,-1,79.813154,-0.0,-0.0,0.20220404863357544,-0.21609210968017578,0.9810039401054382,1,-1,1
0022501176,8,2026-04-10 23:48:19+00:00,67.0,72.0,stop_loss,-1,98.063001,-5.0,-500.0,0.20704105496406555,-0.15070685744285583,0.9833795428276062,1,4,1
